,predicted,Unnamed: 0,id,report_date,url,domain,creation_date,updated_date,control_over_dns,domain_indexed,known_hosting,is_archived,num_archives,between_archives_distance,phish_archives_distance,is_on_root,is_subdomain,new_domain
16,Third_Party Platform,16,65315fa9ae358716c6ce58a5,2023-10-19T16:56:09.992000Z,https://cf-ipfs.com/ipfs/QmdfJGf5d8FLrCR94MuuYjkHQtkXffEpR8C5Q6KoK1MRWX,bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,62,False,True,False
17,Third_Party Platform,17,65315fa9ae358716c6ce58a4,2023-10-19T16:56:09.985000Z,https://cloudflare-ipfs.com/ipfs/bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,4432,444,False,False,False
18,Third_Party Platform,18,65315fa9ae358716c6ce58a2,2023-10-19T16:56:09.972000Z,https://bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.cf-ipfs.com,bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,65,False,True,False
19,Third_Party Platform,19,65315fa9ae358716c6ce589f,2023-10-19T16:56:09.954000Z,https://bafkreievyeqcxiosoj65olgfhek5uyz6xgksdmrdas4ezoh53qaalhxyxa.ipfs.cf-ipfs.com,bafkreievyeqcxiosoj65olgfhek5uyz6xgksdmrdas4ezoh53qaalhxyxa.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,65,False,True,False
20,Third_Party Platform,20,65315fa9ae358716c6ce589e,2023-10-19T16:56:09.948000Z,https://cloudflare-ipfs.com/ipfs/bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,4432,465,False,False,False
21,Third_Party Platform,21,65315fa9ae358716c6ce589d,2023-10-19T16:56:09.942000Z,https://cloudflare-ipfs.com/ipfs/bafkreievyeqcxiosoj65olgfhek5uyz6xgksdmrdas4ezoh53qaalhxyxa,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,4432,465,False,False,False
22,Third_Party Platform,22,65315fa9ae358716c6ce589b,2023-10-19T16:56:09.931000Z,https://ipfs.eth.aragon.network/ipfs/bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,54,False,True,False
23,Third_Party Platform,23,65315fa9ae358716c6ce5899,2023-10-19T16:56:09.919000Z,https://bafybeiclavbn27i2alnpnkxsjls2jybf432hrtespctkcodtyjeuanfumu.ipfs.cf-ipfs.com,bafybeiclavbn27i2alnpnkxsjls2jybf432hrtespctkcodtyjeuanfumu.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,66,False,True,False
24,Third_Party Platform,24,65315fa9ae358716c6ce5896,2023-10-19T16:56:09.900000Z,https://bafybeieyispss6fm56ri2zioko6qlhqbwyurxscz37hwdoak7iz4tkfvoq.ipfs.cf-ipfs.com,bafybeieyispss6fm56ri2zioko6qlhqbwyurxscz37hwdoak7iz4tkfvoq.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,66,False,True,False
25,Third_Party Platform,25,65315fa9ae358716c6ce5895,2023-10-19T16:56:09.894000Z,https://cf-ipfs.com/ipfs/QmTPVwU4RjCbiaGLNXM6UqEcm83W2AfkMt7yLf2DrYJk3n,bafybeiclavbn27i2alnpnkxsjls2jybf432hrtespctkcodtyjeuanfumu.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,66,False,True,False
26,Third_Party Platform,26,65315fa9ae358716c6ce5894,2023-10-19T16:56:09.888000Z,https://cf-ipfs.com/ipfs/QmYb3NMa3k69LxzcG3tBTVJLresB3GgzZ3HfZkANXi8F6s,bafybeieyispss6fm56ri2zioko6qlhqbwyurxscz37hwdoak7iz4tkfvoq.ipfs.cf-ipfs.com,2018-12-05T16:31:16Z,2023-03-18T11:05:29Z,True,True,True,True,2,1073,66,False,True,False
27,Third_Party Platform,27,65315fa9ae358716c6ce5891,2023-10-19T16:56:09.869000Z,https://cloudflare-ipfs.com/ipfs/bafybeiclavbn27i2alnpnkxsjls2jybf432hrtespctkcodtyjeuanfumu,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,4432,466,False,False,False
28,Third_Party Platform,28,65315fa9ae358716c6ce5890,2023-10-19T16:56:09.862000Z,https://cloudflare-ipfs.com/ipfs/bafybeieyispss6fm56ri2zioko6qlhqbwyurxscz37hwdoak7iz4tkfvoq,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,4432,466,False,False,False
29,Third_Party Platform,29,65315fa9ae358716c6ce588b,2023-10-19T16:56:09.831000Z,https://ipfs.eth.aragon.network/ipfs/bafybeiclavbn27i2alnpnkxsjls2jybf432hrtespctkcodtyjeuanfumu,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,55,False,True,False
30,Third_Party Platform,30,65315fa9ae358716c6ce588a,2023-10-19T16:56:09.826000Z,https://ipfs.eth.aragon.network/ipfs/bafybeieyispss6fm56ri2zioko6qlhqbwyurxscz37hwdoak7iz4tkfvoq,ipfs.eth.aragon.network,2017-03-29T14:11:10Z,2023-03-04T08:42:54Z,True,True,False,True,2,299,55,False,True,False
31,Third_Party Platform,31,65315fa9ae358716c6ce5878,2023-10-19T16:56:09.727000Z,https://t.co/oThLujjdXL,twitter.com,2000-01-21T16:28:17Z,2023-03-07T22:25:14Z,True,True,True,True,2,0,176,False,False,False
32,Third_Party Platform,32,651a17f6b58f29383359584a,2023-10-02T01:08:06.408000Z,https://lowly-fortunate-professor.glitch.me/,lowly-fortunate-professor.glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,True,True,True,True,2,8,8,False,True,False
33,Third_Party Platform,33,651a09ddb58f293833595825,2023-10-02T00:07:57.702000Z,https://1108260123.000webhostapp.com/applogin.html,1108260123.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,26,False,True,False
34,Third_Party Platform,34,651a09ddb58f293833595824,2023-10-02T00:07:57.696000Z,https://0910confrim-2023.000webhostapp.com/applogin.html,0910confrim-2023.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,26,False,True,False
35,Third_Party Platform,35,6519fb8ab58f29383359560c,2023-10-01T23:06:50.189000Z,https://4352354656775654-224.000webhostapp.com/applogin.html,4352354656775654-224.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,26,False,True,False
36,Third_Party Platform,36,6519fb8ab58f29383359560b,2023-10-01T23:06:50.182000Z,https://apps-adsbusiness-servc-pg.github.io/info08/homes/,apps-adsbusiness-servc-pg.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,378,161,False,True,False
37,Third_Party Platform,37,6519fb8ab58f293833595608,2023-10-01T23:06:50.161000Z,https://verify-174dd.firebaseapp.com/,verify-174dd.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,18,False,True,False
38,Third_Party Platform,38,6519fb8ab58f293833595607,2023-10-01T23:06:50.154000Z,https://verify-174dd.web.app/,verify-174dd.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,16,False,True,False
39,Third_Party Platform,39,6519fb8ab58f293833595606,2023-10-01T23:06:50.147000Z,https://syvinv.firebaseapp.com/,syvinv.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True,False
40,Third_Party Platform,40,6519fb8ab58f293833595605,2023-10-01T23:06:50.140000Z,https://syvinv.web.app/,syvinv.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,11,False,True,False
41,Third_Party Platform,41,6519fb8ab58f293833595604,2023-10-01T23:06:50.133000Z,https://source-89018.firebaseapp.com/,source-89018.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
42,Third_Party Platform,42,6519fb8ab58f293833595603,2023-10-01T23:06:50.126000Z,https://source-89018.web.app/,source-89018.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
43,Third_Party Platform,43,6519fb8ab58f293833595602,2023-10-01T23:06:50.118000Z,https://snb4ub.firebaseapp.com/,snb4ub.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True,False
44,Third_Party Platform,44,6519fb8ab58f293833595601,2023-10-01T23:06:50.111000Z,https://snb4ub.web.app/,snb4ub.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,11,False,True,False
45,Third_Party Platform,45,6519fb8ab58f293833595600,2023-10-01T23:06:50.105000Z,https://shbbv7ju.firebaseapp.com/,shbbv7ju.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,11,False,True,False
46,Third_Party Platform,46,6519fb8ab58f2938335955ff,2023-10-01T23:06:50.098000Z,https://shbbv7ju.web.app/,shbbv7ju.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,11,False,True,False
47,Third_Party Platform,47,6519fb8ab58f2938335955fe,2023-10-01T23:06:50.091000Z,https://profiles-c3466.firebaseapp.com/,profiles-c3466.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
48,Third_Party Platform,48,6519fb8ab58f2938335955fd,2023-10-01T23:06:50.085000Z,https://profiles-c3466.web.app/,profiles-c3466.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
49,Third_Party Platform,49,6519fb8ab58f2938335955fc,2023-10-01T23:06:50.078000Z,https://financna-sprava-gov.firebaseapp.com/,financna-sprava-gov.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,12,False,True,False
50,Third_Party Platform,50,6519fb8ab58f2938335955fb,2023-10-01T23:06:50.072000Z,https://financna-sprava-gov.web.app/,financna-sprava-gov.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,10,False,True,False
51,Third_Party Platform,51,6519fb8ab58f2938335955fa,2023-10-01T23:06:50.065000Z,https://dist-e261d.firebaseapp.com/,dist-e261d.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
52,Third_Party Platform,52,6519fb8ab58f2938335955f9,2023-10-01T23:06:50.059000Z,https://dist-e261d.web.app/,dist-e261d.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
53,Third_Party Platform,53,6519fb8ab58f2938335955f8,2023-10-01T23:06:50.052000Z,https://dist-616f9.firebaseapp.com/,dist-616f9.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,157,False,True,False
54,Third_Party Platform,54,6519fb8ab58f2938335955f7,2023-10-01T23:06:50.045000Z,https://dist-616f9.web.app/,dist-616f9.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,151,False,True,False
55,Third_Party Platform,55,6519fb8ab58f2938335955f6,2023-10-01T23:06:50.039000Z,https://dist-9efcf.firebaseapp.com/,dist-9efcf.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,71,False,True,False
56,Third_Party Platform,56,6519fb8ab58f2938335955f5,2023-10-01T23:06:50.032000Z,https://dist-9efcf.web.app/,dist-9efcf.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,65,False,True,False
57,Third_Party Platform,57,6519fb8ab58f2938335955f4,2023-10-01T23:06:50.025000Z,https://direction-50e8d.firebaseapp.com/,direction-50e8d.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
58,Third_Party Platform,58,6519fb8ab58f2938335955f3,2023-10-01T23:06:50.018000Z,https://direction-50e8d.web.app/,direction-50e8d.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
59,Third_Party Platform,59,6519fb8ab58f2938335955f2,2023-10-01T23:06:50.012000Z,https://chapter-790fa.firebaseapp.com/,chapter-790fa.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
60,Third_Party Platform,60,6519fb8ab58f2938335955f1,2023-10-01T23:06:50.006000Z,https://chapter-790fa.web.app/,chapter-790fa.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
61,Third_Party Platform,61,6519fb8ab58f2938335955f0,2023-10-01T23:06:50.001000Z,https://change-d22d8.firebaseapp.com/,change-d22d8.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
62,Third_Party Platform,62,6519fb89b58f2938335955ef,2023-10-01T23:06:49.996000Z,https://change-d22d8.web.app/,change-d22d8.web.app,2019-01-08T22:05:04Z,2022-12-12T09:28:46Z,False,True,True,True,2,12,157,False,True,False
63,Third_Party Platform,63,6519fb89b58f2938335955ec,2023-10-01T23:06:49.982000Z,https://account-3d032.firebaseapp.com/,account-3d032.firebaseapp.com,2012-10-15T18:12:22Z,2023-09-13T09:57:14Z,False,True,True,True,2,211,163,False,True,False
64,Third_Party Platform,64,6519fb89b58f2938335955eb,2023-10-01T23:06:49.977000Z,https://account-3d032.web.app/,account-3d032.web.app,2019-01-08T22:05:04Z,2023-12-12T10:06:21Z,False,True,True,True,2,12,157,False,True,False
65,Third_Party Platform,65,6519fb89b58f2938335955ea,2023-10-01T23:06:49.972000Z,https://012567-24.000webhostapp.com/applogin.html,012567-24.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,26,False,True,False
66,Third_Party Platform,66,6519ed66b58f2938335955e3,2023-10-01T22:06:30.155000Z,https://hsdasd.x2dgxyj5rf.repl.co/,hsdasd.x2dgxyj5rf.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,55,False,True,False
67,Third_Party Platform,67,6519ed66b58f2938335955e0,2023-10-01T22:06:30.138000Z,https://18021254126254dw.000webhostapp.com/,18021254126254dw.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,70,False,True,False
68,Third_Party Platform,68,6519ed66b58f2938335955df,2023-10-01T22:06:30.133000Z,https://18021254126254dw.000webhostapp.com/suces.php,18021254126254dw.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,197,71,False,True,False
69,Attacker Domain,69,6519c2c5b58f29383359557f,2023-10-01T19:04:37.563000Z,https://amefortas-app.com/renner/login/invalid.php,amefortas-app.com,2023-09-12T18:15:29Z,2023-10-01T18:30:31Z,True,False,False,False,0,-2,-2,False,False,True
70,Third_Party Platform,70,6519c2c5b58f293833595562,2023-10-01T19:04:37.151000Z,https://bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze.ipfs.dweb.link/,bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,90,False,True,False
71,Third_Party Platform,71,6519c2c5b58f293833595561,2023-10-01T19:04:37.144000Z,https://bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze.ipfs.infura-ipfs.io,bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,90,False,True,False
72,Third_Party Platform,72,6519c2c5b58f29383359555e,2023-10-01T19:04:37.123000Z,https://gateway.ipfs.io/ipfs/bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze,gateway.ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,51,False,True,False
73,Third_Party Platform,73,6519c2c5b58f29383359555c,2023-10-01T19:04:37.110000Z,https://ipfs.io/ipfs/bafkreiapvgqohctvhof4tztblf6ztecfeiveem3xaqlgf6nl5sfooqwlze,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,51,False,False,False
74,Third_Party Platform,74,6519c2c5b58f29383359555a,2023-10-01T19:04:37.096000Z,https://bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a.ipfs.dweb.link/,bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,96,False,True,False
75,Third_Party Platform,75,6519c2c5b58f293833595559,2023-10-01T19:04:37.090000Z,https://bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a.ipfs.infura-ipfs.io,bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,96,False,True,False
76,Third_Party Platform,76,6519c2c5b58f293833595554,2023-10-01T19:04:37.056000Z,https://gateway.ipfs.io/ipfs/bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a,gateway.ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,67,False,True,False
77,Third_Party Platform,77,6519c2c5b58f293833595553,2023-10-01T19:04:37.049000Z,https://ipfs.io/ipfs/QmdfJGf5d8FLrCR94MuuYjkHQtkXffEpR8C5Q6KoK1MRWX,ipfs.io,2014-05-16T18:34:42Z,2024-04-16T16:01:34Z,True,True,True,True,2,44,65,False,False,False
78,Third_Party Platform,78,6519c2c5b58f293833595552,2023-10-01T19:04:37.043000Z,https://infura-ipfs.io/ipfs/QmdfJGf5d8FLrCR94MuuYjkHQtkXffEpR8C5Q6KoK1MRWX,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,67,False,False,False
79,Third_Party Platform,79,6519c2c5b58f293833595551,2023-10-01T19:04:37.036000Z,https://ipfs.io/ipfs/bafybeihduy5kh7h6b6l42wqh7wt2jn27fahrdxyarln6kl3tralwfw4b6a,ipfs.io,2014-05-16T18:34:42Z,2021-12-13T19:49:05Z,True,True,True,True,2,44,67,False,False,False
80,Third_Party Platform,80,6519c2c5b58f29383359554e,2023-10-01T19:04:37.015000Z,https://bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.dweb.link/,bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2024-04-16T16:03:47.191Z,True,True,True,True,2,391,97,False,True,False
81,Third_Party Platform,81,6519c2c5b58f29383359554d,2023-10-01T19:04:37.008000Z,https://bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.infura-ipfs.io,bafkreia3ix64wtarrp5h3m2idi2luv6yhhioue3dqvcqpydtfu4gwn5lqm.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,97,False,True,False
82,Third_Party Platform,82,6519c2c4b58f29383359554a,2023-10-01T19:04:36.988000Z,https://bafkreievyeqcxiosoj65olgfhek5uyz6xgksdmrdas4ezoh53qaalhxyxa.ipfs.dweb.link/,bafkreievyeqcxiosoj65olgfhek5uyz6xgksdmrdas4ezoh53qaalhxyxa.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,2,391,97,False,True,False
